animal,food,preference,time_of_day,timestamp
bird,Banana,2,Evening,2024-02-14 17:23:19
Dog,Banana,1,Evening,2024-06-22 13:03:25
bird,Banana,2,Afternoon,2024-06-22 01:10:48
Cat,Grape,1,Morning,2024-04-09 07:53:03
Cat,Banana,3,Morning,2024-01-23 03:13:04
Dog,Apple,4,Afternoon,2024-01-24 20:27:13
Cat,Orange,2,Morning,2024-03-26 14:15:59
Dog,Banana,2,Evening,2024-04-25 11:51:57
bird,Grape,1,Evening,2024-02-21 22:08:40
Dog,Orange,2,Afternoon,2024-04-06 23:38:10
Cat,Apple,3,Morning,2024-06-26 17:38:45
bird,Apple,2,Afternoon,2024-03-08 11:27:49
bird,Apple,3,Afternoon,2024-02-08 01:55:11
bird,Grape,4,Evening,2024-02-24 23:22:08
Cat,Apple,4,Morning,2024-06-11 21:32:33
bird,Watermelon,3,Morning,2024-07-08 07:50:05
Dog,Banana,1,Morning,2024-06-05 16:20:26
Cat,Orange,2,Afternoon,2024-03-22 12:57:44
bird,Apple,3,Afternoon,2024-01-17 04:54:04
Dog,Watermelon,5,Afternoon,2024-04-25 14:02:27
Dog,Watermelon,1,Morning,2024-01-09 11:36:35
Dog,Apple,4,Morning,2024-01-29 10:49:42
bird,Orange,3,Evening,2024-01-15 13:20:03
Dog,Grape,2,Afternoon,2024-02-29 01:20:21
Cat,Apple,3,Evening,2024-01-08 21:45:37
Cat,Watermelon,3,Morning,2024-04-02 17:18:11
Cat,Watermelon,5,Afternoon,2024-04-28 15:52:36
Dog,Grape,4,Afternoon,2024-02-08 13:03:05
Dog,Watermelon,1,Evening,2024-01-29 09:36:52
bird,Watermelon,2,Afternoon,2024-03-08 03:20:19
bird,Banana,5,Morning,2024-07-14 17:34:13
bird,Apple,3,Evening,2024-01-19 00:01:10
Cat,Watermelon,4,Morning,2024-02-29 03:11:11
Dog,Banana,5,Morning,2024-04-11 05:01:07
bird,Banana,3,Morning,2024-04-09 08:24:57
Dog,Orange,4,Afternoon,2024-01-04 03:21:35
Dog,Watermelon,5,Morning,2024-03-18 18:22:56
Dog,Watermelon,1,Evening,2024-02-03 07:32:53
bird,Apple,1,Evening,2024-06-11 14:12:37
bird,Watermelon,2,Afternoon,2024-04-25 00:11:29
bird,Banana,3,Morning,2024-03-08 08:41:03
Cat,Banana,3,Afternoon,2024-05-12 21:48:29
Dog,Orange,4,Afternoon,2024-06-13 18:49:08
Dog,Orange,1,Afternoon,2024-03-27 07:41:37
Cat,Banana,1,Afternoon,2024-04-30 06:43:35
Cat,Watermelon,4,Morning,2024-07-11 10:35:33
bird,Orange,5,Afternoon,2024-02-16 03:39:20
Dog,Watermelon,4,Afternoon,2024-02-22 02:42:51
Dog,Orange,4,Afternoon,2024-05-17 03:16:52
Cat,Banana,4,Morning,2024-02-28 07:47:28
Cat,Apple,5,Evening,2024-07-04 00:51:46
bird,Watermelon,4,Evening,2024-03-18 05:08:01
Dog,Grape,2,Evening,2024-06-17 07:02:14
Cat,Grape,3,Evening,2024-01-04 14:30:32
bird,Watermelon,4,Morning,2024-01-21 12:43:12
Dog,Orange,2,Afternoon,2024-02-16 18:59:08
bird,Apple,4,Evening,2024-04-25 17:31:24
Dog,Banana,2,Evening,2024-07-15 18:52:29
bird,Grape,5,Evening,2024-04-07 18:40:58
Dog,Apple,5,Morning,2024-05-31 09:41:56
Cat,Banana,4,Afternoon,2024-01-02 02:08:03
Dog,Orange,5,Evening,2024-02-20 19:26:57
bird,Watermelon,3,Morning,2024-03-27 20:53:26
Dog,Banana,3,Afternoon,2024-04-22 08:34:47
Dog,Watermelon,2,Afternoon,2024-04-26 06:53:34
bird,Apple,3,Afternoon,2024-01-23 08:51:26
Cat,Banana,1,Morning,2024-02-03 03:27:14
Dog,Apple,5,Evening,2024-04-10 12:15:25
bird,Orange,4,Evening,2024-05-03 02:46:28
bird,Orange,3,Morning,2024-03-14 12:14:02
Dog,Banana,5,Evening,2024-01-05 01:12:44
bird,Grape,1,Morning,2024-04-13 03:56:50
Dog,Banana,2,Morning,2024-06-29 02:54:06
bird,Apple,3,Morning,2024-07-17 10:32:32
bird,Orange,5,Afternoon,2024-04-11 07:00:00
Dog,Grape,5,Afternoon,2024-06-04 19:06:00
Cat,Apple,3,Afternoon,2024-02-23 07:20:53
bird,Watermelon,4,Evening,2024-01-22 05:10:01
Dog,Orange,3,Afternoon,2024-02-23 20:56:27
bird,Orange,3,Evening,2024-04-15 17:42:39
Cat,Apple,5,Evening,2024-03-17 07:40:19
Cat,Watermelon,3,Afternoon,2024-02-20 10:56:55
Cat,Grape,3,Afternoon,2024-05-03 17:09:13
bird,Orange,4,Evening,2024-07-02 14:48:14
bird,Banana,4,Afternoon,2024-05-08 17:07:27
bird,Watermelon,2,Evening,2024-05-27 03:31:30
Dog,Orange,2,Afternoon,2024-06-30 12:39:27
bird,Watermelon,5,Afternoon,2024-02-17 18:37:16
Cat,Grape,5,Evening,2024-05-21 22:28:45
Dog,Grape,2,Morning,2024-04-28 12:38:37
Dog,Apple,3,Morning,2024-04-24 10:13:31
Dog,Grape,4,Afternoon,2024-02-09 04:22:07
Dog,Banana,2,Evening,2024-01-30 04:16:52
Dog,Banana,3,Afternoon,2024-03-09 11:00:18
Dog,Orange,2,Morning,2024-04-09 02:39:56
bird,Apple,5,Evening,2024-05-12 09:52:18
bird,Banana,4,Evening,2024-01-23 02:17:24
Cat,Watermelon,2,Morning,2024-06-26 12:16:21
Dog,Apple,5,Morning,2024-06-16 11:04:44
Cat,Watermelon,1,Morning,2024-01-04 06:11:31
Dog,Grape,3,Evening,2024-03-24 07:08:57
Cat,Orange,3,Afternoon,2024-05-08 02:35:50
Dog,Orange,1,Evening,2024-04-28 07:30:21
bird,Grape,2,Evening,2024-01-15 00:05:20
bird,Banana,3,Evening,2024-03-26 21:22:27
Cat,Grape,2,Afternoon,2024-05-29 14:13:53
bird,Banana,2,Evening,2024-05-25 04:15:40
Dog,Watermelon,4,Afternoon,2024-01-24 11:06:19
bird,Apple,4,Afternoon,2024-07-13 05:17:57
Cat,Orange,5,Evening,2024-02-17 08:32:37
bird,Orange,4,Evening,2024-01-13 03:10:00
bird,Orange,5,Evening,2024-02-17 14:37:54
Cat,Orange,4,Afternoon,2024-01-23 05:12:19
Dog,Orange,4,Evening,2024-07-08 19:23:43
Cat,Watermelon,3,Morning,2024-05-31 00:44:09
Cat,Banana,3,Afternoon,2024-04-07 00:14:06
Cat,Apple,4,Evening,2024-05-01 01:00:56
Dog,Watermelon,5,Afternoon,2024-06-07 21:00:35
Dog,Banana,1,Morning,2024-01-27 10:32:41
bird,Apple,5,Afternoon,2024-03-25 04:35:03
Cat,Watermelon,4,Evening,2024-06-18 14:45:08
Dog,Apple,1,Afternoon,2024-02-20 11:57:30
bird,Orange,4,Afternoon,2024-05-15 05:17:25
Dog,Orange,3,Morning,2024-03-28 09:22:40
Dog,Apple,3,Afternoon,2024-06-09 07:56:24
bird,Orange,5,Morning,2024-03-16 21:34:26
Dog,Watermelon,4,Evening,2024-01-11 18:04:13
Cat,Watermelon,3,Morning,2024-02-29 03:11:07
Dog,Apple,1,Afternoon,2024-07-16 00:15:50
bird,Banana,2,Afternoon,2024-05-02 07:42:37
Dog,Grape,3,Evening,2024-06-19 19:21:12
Dog,Orange,4,Evening,2024-06-12 11:31:38
Dog,Banana,3,Evening,2024-04-03 09:38:24
Dog,Orange,1,Evening,2024-01-11 02:26:44
Cat,Watermelon,4,Morning,2024-01-23 11:35:16
bird,Grape,4,Evening,2024-05-24 13:08:54
bird,Banana,2,Afternoon,2024-07-01 09:00:04
Dog,Apple,3,Evening,2024-07-04 16:41:23
bird,Grape,1,Morning,2024-04-05 08:23:07
Dog,Grape,2,Evening,2024-02-24 07:55:18
Cat,Orange,2,Afternoon,2024-02-28 14:14:19
Cat,Watermelon,5,Evening,2024-02-19 21:36:15
Cat,Banana,1,Afternoon,2024-02-12 00:30:55
Cat,Apple,4,Morning,2024-02-26 16:35:51
bird,Watermelon,1,Evening,2024-02-10 12:15:02
Cat,Banana,2,Morning,2024-07-08 14:07:29
bird,Orange,3,Evening,2024-01-05 16:23:15
bird,Apple,5,Morning,2024-04-19 13:02:07
bird,Orange,5,Evening,2024-06-16 11:42:05
bird,Watermelon,1,Afternoon,2024-07-09 13:21:04
bird,Watermelon,1,Morning,2024-01-12 05:12:56
Cat,Apple,1,Morning,2024-07-02 22:27:24
Dog,Apple,1,Morning,2024-04-07 04:09:23
bird,Grape,4,Afternoon,2024-04-27 21:54:42
bird,Orange,1,Morning,2024-03-19 12:19:30
Dog,Apple,4,Afternoon,2024-01-16 18:55:42
Dog,Banana,3,Morning,2024-06-24 06:14:50
bird,Watermelon,3,Afternoon,2024-04-20 20:54:38
Dog,Orange,5,Morning,2024-03-15 08:34:26
bird,Watermelon,4,Afternoon,2024-04-14 19:33:27
bird,Banana,3,Morning,2024-01-03 10:59:35
bird,Orange,3,Afternoon,2024-01-31 19:01:14
Cat,Banana,3,Morning,2024-01-05 15:17:00
Dog,Watermelon,5,Morning,2024-05-01 10:28:49
Cat,Banana,1,Afternoon,2024-06-21 15:35:14
bird,Banana,5,Morning,2024-03-11 20:53:40
Dog,Orange,5,Afternoon,2024-01-15 12:44:30
Cat,Grape,2,Morning,2024-07-14 13:28:44
Cat,Grape,1,Evening,2024-05-15 22:42:23
Dog,Grape,4,Afternoon,2024-02-21 12:58:50
Cat,Grape,5,Evening,2024-07-02 06:39:10
Dog,Banana,1,Evening,2024-07-12 21:37:10
bird,Watermelon,5,Afternoon,2024-04-13 05:06:27
Cat,Watermelon,3,Afternoon,2024-04-24 08:46:56
bird,Orange,4,Afternoon,2024-05-10 19:25:40
Cat,Watermelon,4,Afternoon,2024-05-03 03:43:33
Cat,Orange,3,Afternoon,2024-02-23 11:56:11
bird,Grape,5,Morning,2024-06-03 08:49:57
bird,Orange,4,Afternoon,2024-01-13 23:23:47
Dog,Orange,5,Evening,2024-02-02 00:29:17
bird,Apple,4,Morning,2024-03-13 23:52:39
bird,Watermelon,1,Afternoon,2024-06-08 08:00:07
bird,Watermelon,4,Afternoon,2024-06-24 01:51:40
Dog,Apple,5,Afternoon,2024-06-30 01:54:45
Cat,Grape,1,Afternoon,2024-01-09 15:37:20
bird,Apple,2,Morning,2024-03-11 07:23:53
bird,Watermelon,1,Afternoon,2024-02-06 09:56:35
bird,Banana,4,Evening,2024-05-14 04:26:01
bird,Apple,1,Morning,2024-05-03 23:51:39
Dog,Banana,1,Evening,2024-06-19 00:34:10
Cat,Banana,5,Afternoon,2024-07-05 03:32:34
Cat,Banana,1,Evening,2024-04-12 22:27:58
Dog,Apple,5,Afternoon,2024-03-22 22:52:49
Dog,Apple,5,Afternoon,2024-05-20 16:11:51
Cat,Banana,2,Morning,2024-05-02 10:17:39
bird,Watermelon,1,Evening,2024-03-01 07:28:23
Dog,Orange,2,Morning,2024-05-07 19:43:17
Cat,Apple,2,Evening,2024-06-30 00:12:54
Cat,Orange,4,Morning,2024-06-19 04:13:52
Dog,Banana,4,Evening,2024-01-04 04:28:07
bird,Watermelon,4,Afternoon,2024-01-25 01:31:45
Dog,Orange,4,Morning,2024-03-10 10:53:50
Dog,Apple,2,Evening,2024-01-05 20:43:30
Cat,Watermelon,2,Afternoon,2024-01-20 03:28:00
Cat,Banana,5,Morning,2024-04-29 08:27:55
Cat,Banana,3,Evening,2024-02-27 18:46:10
bird,Banana,3,Afternoon,2024-06-17 13:20:53
bird,Orange,4,Afternoon,2024-02-11 06:49:00
bird,Watermelon,1,Evening,2024-02-15 12:07:54
Cat,Grape,1,Morning,2024-05-03 17:35:31
Dog,Banana,2,Afternoon,2024-06-01 11:16:23
Dog,Banana,5,Morning,2024-07-09 09:57:40
Dog,Watermelon,3,Morning,2024-04-03 13:18:07
bird,Banana,2,Evening,2024-02-04 07:42:08
bird,Banana,3,Afternoon,2024-07-03 19:21:25
Dog,Grape,2,Morning,2024-05-21 23:59:50
bird,Orange,5,Afternoon,2024-03-01 12:39:46
Dog,Grape,5,Afternoon,2024-02-05 13:40:31
Cat,Banana,4,Afternoon,2024-04-15 18:46:07
Dog,Grape,4,Afternoon,2024-07-09 11:10:57
bird,Grape,3,Afternoon,2024-03-15 07:45:00
Dog,Orange,3,Morning,2024-03-29 03:28:54
bird,Grape,4,Morning,2024-03-25 14:27:51
Dog,Grape,2,Evening,2024-01-22 07:50:22
Dog,Orange,2,Afternoon,2024-06-13 16:13:28
Cat,Watermelon,3,Morning,2024-07-04 02:15:39
bird,Grape,4,Afternoon,2024-06-01 19:27:38
Cat,Orange,3,Morning,2024-05-12 10:32:31
bird,Banana,5,Afternoon,2024-02-27 07:37:21
bird,Grape,5,Morning,2024-01-03 08:30:41
bird,Apple,3,Afternoon,2024-01-28 09:55:38
bird,Banana,2,Evening,2024-06-20 01:30:45
Dog,Watermelon,3,Evening,2024-06-26 14:57:12
bird,Grape,2,Evening,2024-04-09 00:11:52
bird,Grape,1,Evening,2024-03-18 06:05:28
bird,Watermelon,4,Evening,2024-05-01 22:39:42
Dog,Banana,4,Morning,2024-03-12 14:58:25
Cat,Watermelon,3,Evening,2024-04-17 22:54:07
bird,Orange,2,Evening,2024-02-13 04:59:47
Dog,Orange,3,Morning,2024-06-22 02:31:06
bird,Banana,2,Afternoon,2024-03-08 16:45:02
Dog,Orange,3,Afternoon,2024-01-09 12:14:52
Dog,Watermelon,3,Morning,2024-01-08 13:01:59
bird,Watermelon,1,Afternoon,2024-05-25 08:37:29
Cat,Grape,2,Afternoon,2024-05-18 03:53:50
Cat,Grape,4,Evening,2024-04-14 23:20:41
bird,Orange,4,Morning,2024-04-13 11:26:07
bird,Apple,3,Evening,2024-07-01 09:26:09
Cat,Watermelon,1,Morning,2024-04-17 08:06:49
Dog,Watermelon,3,Evening,2024-05-10 22:50:51
Dog,Apple,2,Evening,2024-04-11 06:38:28
bird,Orange,2,Morning,2024-03-10 01:55:47
Dog,Watermelon,5,Evening,2024-05-02 12:35:42
Dog,Grape,3,Morning,2024-02-29 00:13:57
bird,Apple,1,Morning,2024-01-14 19:58:29
bird,Apple,1,Morning,2024-01-31 22:21:29
Cat,Apple,3,Afternoon,2024-01-20 20:47:44
Dog,Watermelon,2,Morning,2024-03-09 07:47:39
bird,Banana,2,Morning,2024-02-05 04:32:11
bird,Grape,1,Evening,2024-03-08 11:46:08
Cat,Orange,5,Afternoon,2024-01-28 11:11:28
bird,Watermelon,2,Evening,2024-04-21 03:30:22
bird,Banana,1,Afternoon,2024-06-16 14:52:40
Cat,Banana,5,Morning,2024-02-09 11:21:15
Dog,Banana,5,Afternoon,2024-01-25 06:34:58
Cat,Apple,5,Morning,2024-01-13 00:14:17
Cat,Apple,4,Evening,2024-05-02 18:26:01
bird,Apple,1,Afternoon,2024-01-11 13:16:56
bird,Apple,3,Afternoon,2024-04-30 22:07:14
bird,Banana,3,Evening,2024-07-02 08:35:49
Dog,Grape,2,Evening,2024-03-11 05:09:55
Cat,Orange,2,Evening,2024-01-28 21:09:13
bird,Apple,2,Evening,2024-06-10 19:30:00
bird,Grape,4,Afternoon,2024-07-03 20:01:24
Dog,Grape,3,Morning,2024-05-01 21:18:27
Dog,Watermelon,5,Morning,2024-06-03 07:37:54
Dog,Watermelon,2,Evening,2024-07-10 22:28:47
Dog,Banana,2,Morning,2024-02-15 17:23:06
Cat,Banana,3,Evening,2024-03-23 12:05:18
Cat,Apple,1,Afternoon,2024-01-24 11:37:20
Cat,Watermelon,2,Evening,2024-07-05 16:18:15
Cat,Apple,1,Afternoon,2024-04-08 08:06:29
Cat,Watermelon,5,Afternoon,2024-06-24 19:46:38
bird,Apple,3,Morning,2024-06-05 08:27:38
Cat,Grape,2,Morning,2024-06-24 20:58:21
bird,Banana,3,Evening,2024-02-07 10:35:03
Dog,Orange,4,Evening,2024-01-31 17:58:48
bird,Grape,1,Afternoon,2024-07-02 10:13:16
Dog,Orange,2,Evening,2024-04-28 09:32:30
Dog,Banana,5,Morning,2024-06-24 03:50:03
Cat,Grape,4,Morning,2024-01-19 23:44:46
Cat,Watermelon,2,Afternoon,2024-05-25 19:32:47
bird,Orange,4,Afternoon,2024-01-31 16:43:06
Cat,Orange,2,Morning,2024-04-06 09:14:40
Dog,Apple,5,Afternoon,2024-07-12 15:26:48
Cat,Watermelon,3,Morning,2024-01-05 21:49:18
Cat,Orange,1,Evening,2024-04-14 14:38:56
Dog,Apple,2,Afternoon,2024-01-05 01:28:18
Cat,Orange,4,Morning,2024-01-09 08:19:09
Dog,Banana,1,Evening,2024-05-25 13:06:32
Cat,Apple,2,Evening,2024-04-09 14:47:03
bird,Apple,1,Afternoon,2024-06-27 07:21:33
Dog,Banana,2,Morning,2024-05-24 22:32:32
bird,Grape,3,Evening,2024-05-18 21:49:01
Dog,Grape,5,Evening,2024-07-09 08:03:03
Cat,Banana,4,Afternoon,2024-01-09 01:33:21
bird,Orange,3,Afternoon,2024-03-05 00:56:09
bird,Banana,1,Evening,2024-05-29 22:07:01
Cat,Banana,5,Morning,2024-02-29 20:36:11
Dog,Banana,3,Morning,2024-04-30 04:20:39
Cat,Banana,4,Morning,2024-01-03 13:01:03
Dog,Orange,3,Evening,2024-03-17 07:40:49
bird,Watermelon,3,Morning,2024-06-30 19:18:55
bird,Watermelon,3,Afternoon,2024-05-04 16:02:41
bird,Banana,3,Afternoon,2024-07-15 19:57:23
Dog,Grape,3,Morning,2024-05-01 03:05:28
Dog,Grape,1,Evening,2024-02-23 09:36:26
bird,Banana,2,Afternoon,2024-03-18 13:11:20
Cat,Banana,2,Evening,2024-01-24 00:40:16
bird,Grape,3,Evening,2024-02-13 06:45:24
Cat,Banana,5,Evening,2024-03-22 22:12:49
Cat,Orange,1,Evening,2024-02-07 04:10:43
Dog,Orange,5,Afternoon,2024-05-25 10:08:43
Cat,Orange,3,Evening,2024-07-11 10:45:45
Cat,Watermelon,2,Afternoon,2024-06-15 13:44:57
Cat,Apple,5,Morning,2024-01-03 23:58:33
bird,Banana,4,Morning,2024-05-01 21:04:36
Cat,Grape,3,Evening,2024-05-15 03:05:52
Cat,Orange,5,Afternoon,2024-03-26 02:05:35
bird,Banana,3,Morning,2024-05-04 17:50:57
bird,Orange,3,Evening,2024-06-11 02:27:15
Cat,Orange,4,Evening,2024-04-01 06:12:59
Cat,Grape,2,Morning,2024-04-26 20:29:02
Cat,Orange,4,Evening,2024-05-30 13:28:00
Dog,Watermelon,3,Evening,2024-04-25 09:39:23
bird,Orange,3,Morning,2024-01-21 16:22:36
bird,Watermelon,3,Evening,2024-02-23 20:34:04
Cat,Banana,5,Morning,2024-03-02 15:48:10
Cat,Banana,4,Afternoon,2024-04-24 02:05:16
Dog,Grape,4,Afternoon,2024-06-07 12:46:46
Cat,Banana,4,Afternoon,2024-01-31 01:57:39
Cat,Orange,2,Afternoon,2024-05-22 19:32:27
bird,Grape,1,Afternoon,2024-06-13 04:37:18
bird,Banana,4,Afternoon,2024-01-18 06:09:10
Cat,Watermelon,1,Afternoon,2024-03-27 14:29:03
bird,Watermelon,2,Afternoon,2024-05-29 11:51:25
bird,Banana,4,Morning,2024-02-09 00:24:27
Dog,Watermelon,3,Afternoon,2024-04-04 14:29:15
bird,Orange,5,Evening,2024-02-22 00:52:32
Cat,Banana,3,Afternoon,2024-05-25 20:31:35
Cat,Apple,2,Morning,2024-02-22 00:59:16
Cat,Apple,2,Afternoon,2024-02-02 01:46:36
Cat,Grape,3,Evening,2024-01-21 13:37:15
bird,Grape,3,Morning,2024-04-04 01:08:30
Cat,Grape,5,Evening,2024-01-08 20:00:15
Dog,Apple,2,Evening,2024-01-16 12:01:46
Cat,Banana,3,Evening,2024-01-14 21:53:41
bird,Apple,4,Morning,2024-03-09 10:49:09
bird,Watermelon,3,Morning,2024-05-10 16:32:40
bird,Grape,4,Evening,2024-02-19 06:19:39
Dog,Watermelon,2,Evening,2024-03-06 09:00:15
bird,Watermelon,5,Afternoon,2024-02-15 06:40:30
Dog,Grape,1,Afternoon,2024-02-04 05:13:02
Cat,Orange,3,Evening,2024-03-20 19:39:18
Dog,Orange,4,Afternoon,2024-02-12 20:05:22
Dog,Grape,1,Morning,2024-04-16 09:00:54
Cat,Apple,4,Evening,2024-06-29 00:57:44
Dog,Grape,1,Morning,2024-07-16 05:05:14
Cat,Watermelon,3,Evening,2024-03-21 16:41:27
bird,Orange,1,Evening,2024-02-06 22:43:34
Dog,Grape,2,Morning,2024-06-25 07:24:12
bird,Orange,5,Afternoon,2024-02-20 18:48:39
bird,Orange,2,Evening,2024-01-30 06:47:53
Cat,Watermelon,2,Afternoon,2024-01-20 21:00:37
Dog,Banana,5,Morning,2024-06-03 23:24:05
bird,Banana,3,Afternoon,2024-06-19 14:08:18
Cat,Apple,2,Evening,2024-01-31 22:34:34
Dog,Grape,3,Morning,2024-07-04 08:40:24
bird,Banana,5,Morning,2024-01-20 23:45:32
bird,Watermelon,4,Morning,2024-05-27 19:18:00
Cat,Apple,2,Afternoon,2024-04-07 06:13:11
bird,Banana,3,Morning,2024-02-29 12:09:51
Cat,Grape,1,Afternoon,2024-03-12 01:06:11
Dog,Orange,1,Afternoon,2024-03-03 02:26:46
Cat,Watermelon,1,Afternoon,2024-03-01 17:53:56
bird,Grape,5,Afternoon,2024-07-10 23:26:40
Cat,Banana,4,Evening,2024-05-13 02:47:26
Dog,Orange,4,Evening,2024-03-15 08:57:54
Cat,Apple,4,Morning,2024-05-02 20:42:57
bird,Banana,3,Afternoon,2024-03-19 03:42:57
bird,Apple,4,Afternoon,2024-01-03 18:44:58
Dog,Orange,4,Afternoon,2024-06-27 18:58:05
Cat,Orange,4,Afternoon,2024-01-02 02:20:36
Cat,Banana,4,Afternoon,2024-01-16 17:21:12
bird,Watermelon,1,Evening,2024-06-02 04:43:05
Dog,Orange,2,Evening,2024-06-20 03:23:54
Dog,Grape,2,Afternoon,2024-01-22 11:41:57
Cat,Apple,2,Afternoon,2024-02-17 20:18:52
Cat,Grape,1,Evening,2024-02-04 08:02:17
Cat,Grape,2,Morning,2024-01-19 15:43:49
bird,Banana,3,Evening,2024-03-28 05:01:04
Dog,Orange,3,Evening,2024-03-31 17:11:09
Cat,Banana,3,Afternoon,2024-05-11 03:03:34
bird,Grape,1,Evening,2024-02-03 15:34:14
bird,Orange,2,Morning,2024-02-24 16:14:15
Dog,Watermelon,2,Afternoon,2024-05-09 12:43:41
bird,Grape,5,Morning,2024-07-05 10:22:41
Dog,Banana,4,Evening,2024-04-28 17:17:36
bird,Orange,5,Evening,2024-01-07 22:58:54
bird,Watermelon,2,Evening,2024-07-01 06:03:17
Dog,Orange,5,Afternoon,2024-01-29 04:56:24
Dog,Grape,5,Afternoon,2024-06-23 12:33:51
Dog,Watermelon,3,Morning,2024-03-15 10:21:18
Cat,Watermelon,5,Morning,2024-05-18 03:10:41
Dog,Watermelon,2,Evening,2024-03-05 08:15:32
bird,Apple,1,Afternoon,2024-03-19 02:44:59
Cat,Banana,4,Afternoon,2024-02-20 17:16:42
Dog,Banana,1,Afternoon,2024-03-15 08:04:11
bird,Grape,3,Afternoon,2024-04-27 22:46:03
Cat,Watermelon,5,Afternoon,2024-06-02 15:42:14
Cat,Banana,3,Evening,2024-06-08 06:30:51
Dog,Grape,1,Morning,2024-06-18 23:47:44
bird,Grape,4,Morning,2024-04-24 19:32:46
bird,Apple,5,Evening,2024-03-16 21:33:31
Cat,Orange,4,Morning,2024-01-17 21:51:04
Dog,Banana,2,Afternoon,2024-04-16 17:08:34
Cat,Apple,3,Afternoon,2024-03-23 02:54:02
bird,Orange,1,Afternoon,2024-03-05 21:59:30
bird,Grape,1,Evening,2024-06-18 06:06:24
bird,Orange,2,Morning,2024-02-17 02:33:56
bird,Orange,4,Afternoon,2024-02-12 21:45:03
bird,Watermelon,5,Afternoon,2024-06-14 19:50:25
bird,Banana,3,Morning,2024-01-10 04:03:30
Cat,Banana,4,Evening,2024-03-06 14:31:24
Dog,Banana,2,Afternoon,2024-04-06 21:11:58
Cat,Orange,3,Morning,2024-04-28 14:41:06
Dog,Watermelon,1,Afternoon,2024-07-15 01:44:19
Cat,Banana,2,Morning,2024-07-17 15:17:00
bird,Banana,3,Afternoon,2024-06-19 18:28:58
Cat,Grape,5,Evening,2024-05-11 14:09:24
bird,Orange,1,Afternoon,2024-03-17 01:23:30
bird,Apple,4,Evening,2024-02-18 16:07:20
bird,Grape,5,Evening,2024-05-30 03:04:15
bird,Banana,3,Evening,2024-07-14 03:38:00
bird,Apple,1,Evening,2024-06-16 17:52:04
Dog,Banana,5,Morning,2024-03-02 00:03:17
Cat,Watermelon,3,Afternoon,2024-05-04 18:59:12
Dog,Grape,2,Afternoon,2024-05-28 19:01:03
Dog,Orange,4,Morning,2024-06-13 23:27:32
Dog,Grape,2,Afternoon,2024-03-27 23:25:13
Cat,Watermelon,2,Afternoon,2024-01-04 02:49:38
Cat,Watermelon,4,Morning,2024-07-10 13:32:07
bird,Grape,3,Afternoon,2024-06-08 05:54:55
Dog,Watermelon,5,Evening,2024-04-05 01:06:24
Dog,Apple,2,Afternoon,2024-05-01 15:04:58
Cat,Banana,3,Evening,2024-03-04 10:05:19
Cat,Banana,2,Evening,2024-03-10 20:28:33
Dog,Grape,1,Evening,2024-01-24 22:42:18
Cat,Grape,5,Morning,2024-04-21 10:00:40
bird,Banana,3,Morning,2024-03-03 20:55:39
bird,Grape,3,Evening,2024-04-28 02:30:53
Cat,Grape,4,Evening,2024-05-19 17:54:48
Cat,Banana,1,Evening,2024-01-15 07:43:27
Dog,Watermelon,2,Morning,2024-01-25 20:12:01
bird,Apple,2,Afternoon,2024-01-10 20:08:44
Dog,Banana,1,Morning,2024-02-18 08:39:33
bird,Apple,2,Afternoon,2024-02-29 01:29:22
bird,Watermelon,4,Evening,2024-01-30 02:01:37
Cat,Banana,2,Evening,2024-03-01 22:00:33
Cat,Watermelon,3,Morning,2024-06-06 02:14:48
Dog,Orange,5,Evening,2024-02-01 23:44:02
Cat,Orange,1,Morning,2024-06-14 03:03:42
Cat,Grape,1,Morning,2024-06-30 01:08:37
bird,Banana,2,Morning,2024-03-12 14:47:15
Cat,Orange,1,Morning,2024-06-05 20:40:06
Cat,Grape,5,Morning,2024-01-05 04:42:54
Dog,Watermelon,2,Afternoon,2024-02-29 04:37:16
bird,Banana,3,Morning,2024-05-29 14:46:13
Cat,Grape,4,Evening,2024-01-22 00:41:36
Cat,Apple,4,Afternoon,2024-06-26 13:20:02
bird,Watermelon,5,Morning,2024-06-12 14:36:51
bird,Grape,3,Morning,2024-02-18 15:14:38
bird,Orange,4,Morning,2024-05-16 12:14:48
bird,Watermelon,2,Morning,2024-01-17 22:04:57
bird,Watermelon,5,Morning,2024-05-06 18:25:25
bird,Orange,2,Afternoon,2024-03-26 17:44:31
Cat,Apple,4,Afternoon,2024-02-27 08:36:46
Cat,Apple,1,Afternoon,2024-02-15 21:47:08
Dog,Grape,2,Afternoon,2024-03-14 17:12:58
Dog,Orange,2,Afternoon,2024-04-28 01:42:25
Cat,Banana,4,Afternoon,2024-07-13 00:49:06
bird,Watermelon,1,Morning,2024-04-18 12:27:28
Dog,Grape,2,Afternoon,2024-03-29 01:08:50
bird,Watermelon,4,Morning,2024-03-22 21:37:22
bird,Banana,3,Morning,2024-06-08 02:46:15
Cat,Orange,5,Evening,2024-05-06 09:10:55
bird,Orange,2,Evening,2024-01-17 05:34:15
Dog,Banana,2,Morning,2024-02-12 21:17:40
Cat,Grape,5,Afternoon,2024-02-25 16:11:00
Cat,Apple,1,Evening,2024-03-17 18:36:56
Dog,Apple,4,Morning,2024-04-30 23:24:59
bird,Orange,2,Afternoon,2024-07-05 19:47:25
bird,Apple,2,Morning,2024-03-14 16:26:28
